"REF_DATE","GEO","DGUID","Components","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.49","","","","2"
"2015-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.47","","","","2"
"2015-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.46","","","","2"
"2015-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.47","","","","2"
"2015-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.41","","","","2"
"2015-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.33","","","","2"
"2015-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.40","","","","2"
"2015-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.40","","","","2"
"2015-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.39","","","","2"
"2016-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.43","","","","2"
"2016-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.46","","","","2"
"2016-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.45","","","","2"
"2016-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.37","","","","2"
"2016-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.35","","","","2"
"2016-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.39","","","","2"
"2016-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.37","","","","2"
"2016-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.57","","","","2"
"2016-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.55","","","","2"
"2016-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.48","","","","2"
"2016-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.47","","","","2"
"2016-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.48","","","","2"
"2017-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.64","","","","2"
"2017-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.63","","","","2"
"2017-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.63","","","","2"
"2017-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.61","","","","2"
"2017-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.60","","","","2"
"2017-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.58","","","","2"
"2017-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.60","","","","2"
"2017-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.70","","","","2"
"2017-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.89","","","","2"
"2017-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.95","","","","2"
"2017-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.10","","","","2"
"2017-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.13","","","","2"
"2018-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.11","","","","2"
"2018-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.11","","","","2"
"2018-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.20","","","","2"
"2018-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.28","","","","2"
"2018-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.27","","","","2"
"2018-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.38","","","","2"
"2018-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.41","","","","2"
"2018-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.38","","","","2"
"2018-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.38","","","","2"
"2018-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.39","","","","2"
"2018-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.50","","","","2"
"2018-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.62","","","","2"
"2019-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.62","","","","2"
"2019-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.58","","","","2"
"2019-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.55","","","","2"
"2019-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.33","","","","2"
"2019-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.27","","","","2"
"2019-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.37","","","","2"
"2019-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.35","","","","2"
"2019-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.32","","","","2"
"2019-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.25","","","","2"
"2019-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.23","","","","2"
"2019-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.33","","","","2"
"2019-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.41","","","","2"
"2020-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.41","","","","2"
"2020-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.37","","","","2"
"2020-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.40","","","","2"
"2020-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.21","","","","2"
"2020-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.98","","","","2"
"2020-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.92","","","","2"
"2020-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.90","","","","2"
"2020-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.86","","","","2"
"2020-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.84","","","","2"
"2020-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.76","","","","2"
"2020-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.78","","","","2"
"2020-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.79","","","","2"
"2021-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.72","","","","2"
"2021-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.66","","","","2"
"2021-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.63","","","","2"
"2021-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.63","","","","2"
"2021-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.76","","","","2"
"2021-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.72","","","","2"
"2021-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.68","","","","2"
"2021-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.72","","","","2"
"2021-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.68","","","","2"
"2021-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.64","","","","2"
"2021-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.58","","","","2"
"2021-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.73","","","","2"
"2022-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.73","","","","2"
"2022-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.76","","","","2"
"2022-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","2.86","","","","2"
"2022-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.08","","","","2"
"2022-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.37","","","","2"
"2022-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","3.73","","","","2"
"2022-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","4.16","","","","2"
"2022-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","4.47","","","","2"
"2022-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","4.83","","","","2"
"2022-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.04","","","","2"
"2022-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.29","","","","2"
"2022-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.46","","","","2"
"2023-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.60","","","","2"
"2023-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.60","","","","2"
"2023-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.64","","","","2"
"2023-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.63","","","","2"
"2023-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.54","","","","2"
"2023-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.64","","","","2"
"2023-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.87","","","","2"
"2023-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.18","","","","2"
"2023-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.38","","","","2"
"2023-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.52","","","","2"
"2023-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.58","","","","2"
"2023-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.55","","","","2"
"2024-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.31","","","","2"
"2024-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.27","","","","2"
"2024-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.17","","","","2"
"2024-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.19","","","","2"
"2024-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.15","","","","2"
"2024-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.17","","","","2"
"2024-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","6.15","","","","2"
"2024-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.84","","","","2"
"2024-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.91","","","","2"
"2024-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.67","","","","2"
"2024-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.63","","","","2"
"2024-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.98","","","","2"
"2025-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.87","","","","2"
"2025-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.78","","","","2"
"2025-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.69","","","","2"
"2025-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.71","","","","2"
"2025-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.39","","","","2"
"2025-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.26","","","","2"
"2025-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.10","","","","2"
"2025-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.36","","","","2"
"2025-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.54","","","","2"
"2025-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.16","","","","2"
"2025-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.32","","","","2"
"2025-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 1  to less than 3 years","Interest rate","Percent","239","units","0","v122667778","1.4.2","5.27","","","","2"
"2013-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1116","","","","0"
"2013-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1227","","","","0"
"2013-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1515","","","","0"
"2013-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1592","","","","0"
"2013-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1794","","","","0"
"2013-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1999","","","","0"
"2013-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","2389","","","","0"
"2013-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1777","","","","0"
"2013-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1280","","","","0"
"2013-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1176","","","","0"
"2013-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1141","","","","0"
"2013-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1150","","","","0"
"2014-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1052","","","","0"
"2014-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1030","","","","0"
"2014-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1337","","","","0"
"2014-04","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","2301","","","","0"
"2014-05","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","2759","","","","0"
"2014-06","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","2745","","","","0"
"2014-07","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","2419","","","","0"
"2014-08","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","2060","","","","0"
"2014-09","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1836","","","","0"
"2014-10","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1782","","","","0"
"2014-11","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1406","","","","0"
"2014-12","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1447","","","","0"
"2015-01","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1182","","","","0"
"2015-02","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1036","","","","0"
"2015-03","Canada","2016A000011124","Fixed rate, funds advanced, residential mortgages, insured, from 3 to less than 5 years","Dollars","Dollars","81","millions","6","v122667728","1.5.1","1045","","","","0"
